datetime,total_load_mw,forecast_total_load_mw,bidding_zone
2026-06-27 09:30:00,939.702,933.995,Calabria
2026-06-27 09:30:00,3414.294,3393.558,Centre-North
2026-06-27 09:30:00,7121.947,7078.692,Centre-South
2026-06-27 09:30:00,24374.107,24226.072,North
2026-06-27 09:30:00,1200.149,1192.86,Sardinia
2026-06-27 09:30:00,3215.132,3195.605,South
2026-06-27 09:30:00,2708.668,2692.217,Sicily
2026-06-27 09:15:00,3199.769,3164.382,South
2026-06-27 09:15:00,2656.7,2627.319,Sicily
2026-06-27 09:15:00,1206.075,1192.737,Sardinia
2026-06-27 09:15:00,24311.734,24042.87,North
2026-06-27 09:15:00,7002.516,6925.075,Centre-South
2026-06-27 09:15:00,3365.621,3328.4,Centre-North
2026-06-27 09:15:00,937.585,927.216,Calabria
2026-06-27 09:15:00,42680.0,42207.999,Italy
2026-06-27 09:00:00,3157.256,3102.72,South
2026-06-27 09:00:00,2617.159,2571.952,Sicily
2026-06-27 09:00:00,1195.815,1175.159,Sardinia
2026-06-27 09:00:00,24069.08,23653.329,North
2026-06-27 09:00:00,6841.008,6722.841,Centre-South
2026-06-27 09:00:00,3340.564,3282.862,Centre-North
2026-06-27 09:00:00,983.119,966.138,Calabria
2026-06-27 09:00:00,42204.001,41475.001,Italy
2026-06-27 08:45:00,994.01,979.275,Calabria
2026-06-27 08:45:00,3261.346,3212.999,Centre-North
2026-06-27 08:45:00,6635.651,6537.283,Centre-South
2026-06-27 08:45:00,23605.276,23255.348,North
2026-06-27 08:45:00,1173.833,1156.432,Sardinia
2026-06-27 08:45:00,2554.393,2516.526,Sicily
2026-06-27 08:45:00,3059.492,3014.137,South
2026-06-27 08:45:00,41284.001,40672.0,Italy
2026-06-27 08:30:00,40470.0,39849.999,Italy
2026-06-27 08:30:00,958.468,943.784,Calabria
2026-06-27 08:30:00,3198.783,3149.778,Centre-North
2026-06-27 08:30:00,6495.693,6396.179,Centre-South
2026-06-27 08:30:00,23145.904,22791.309,North
2026-06-27 08:30:00,1154.619,1136.93,Sardinia
2026-06-27 08:30:00,2998.33,2952.395,South
2026-06-27 08:30:00,2518.203,2479.624,Sicily
2026-06-27 08:15:00,2870.797,2837.732,South
2026-06-27 08:15:00,2446.674,2418.493,Sicily
2026-06-27 08:15:00,1136.082,1122.997,Sardinia
2026-06-27 08:15:00,22847.786,22584.631,North
2026-06-27 08:15:00,6242.883,6170.979,Centre-South
2026-06-27 08:15:00,3120.315,3084.376,Centre-North
2026-06-27 08:15:00,926.463,915.792,Calabria
2026-06-27 08:15:00,39591.0,39135.0,Italy
2026-06-27 08:00:00,2840.193,2823.504,South
2026-06-27 08:00:00,2370.306,2356.379,Sicily
2026-06-27 08:00:00,1114.624,1108.074,Sardinia
2026-06-27 08:00:00,22313.192,22182.084,North
2026-06-27 08:00:00,6071.953,6036.275,Centre-South
2026-06-27 08:00:00,3031.663,3013.849,Centre-North
2026-06-27 08:00:00,891.07,885.834,Calabria
2026-06-27 08:00:00,38633.001,38405.999,Italy
2026-06-27 07:45:00,820.256,819.271,Calabria
2026-06-27 07:45:00,2934.186,2930.663,Centre-North
2026-06-27 07:45:00,5793.132,5786.176,Centre-South
2026-06-27 07:45:00,21698.709,21672.658,North
2026-06-27 07:45:00,1080.237,1078.941,Sardinia
2026-06-27 07:45:00,2339.138,2336.33,Sicily
2026-06-27 07:45:00,2815.341,2811.961,South
2026-06-27 07:45:00,37480.999,37436.0,Italy
2026-06-27 07:30:00,36695.0,36580.999,Italy
2026-06-27 07:30:00,803.271,800.775,Calabria
2026-06-27 07:30:00,2871.935,2863.013,Centre-North
2026-06-27 07:30:00,5595.68,5578.296,Centre-South
2026-06-27 07:30:00,21518.695,21451.843,North
2026-06-27 07:30:00,1065.576,1062.265,Sardinia
2026-06-27 07:30:00,2548.067,2540.151,South
2026-06-27 07:30:00,2291.776,2284.656,Sicily
2026-06-27 07:15:00,2380.026,2390.106,South
2026-06-27 07:15:00,2223.74,2233.158,Sicily
2026-06-27 07:15:00,1038.969,1043.369,Sardinia
2026-06-27 07:15:00,21020.706,21109.729,North
2026-06-27 07:15:00,5455.612,5478.717,Centre-South
2026-06-27 07:15:00,2794.771,2806.607,Centre-North
2026-06-27 07:15:00,741.176,744.315,Calabria
2026-06-27 07:15:00,35655.0,35806.001,Italy
2026-06-27 07:00:00,2352.385,2371.097,South
2026-06-27 07:00:00,2162.32,2179.52,Sicily
2026-06-27 07:00:00,1009.021,1017.047,Sardinia
2026-06-27 07:00:00,20442.001,20604.609,North
2026-06-27 07:00:00,5346.099,5388.625,Centre-South
2026-06-27 07:00:00,2682.92,2704.262,Centre-North
2026-06-27 07:00:00,702.253,707.84,Calabria
2026-06-27 07:00:00,34696.999,34973.0,Italy
2026-06-27 06:45:00,661.093,661.852,Calabria
2026-06-27 06:45:00,2634.162,2637.188,Centre-North
2026-06-27 06:45:00,5219.672,5225.67,Centre-South
2026-06-27 06:45:00,19963.528,19986.466,North
2026-06-27 06:45:00,991.82,992.96,Sardinia
2026-06-27 06:45:00,2124.496,2126.937,Sicily
2026-06-27 06:45:00,2347.229,2349.926,South
2026-06-27 06:45:00,33942.0,33980.999,Italy
2026-06-27 06:30:00,33227.0,33466.0,Italy
2026-06-27 06:30:00,640.081,644.685,Calabria
2026-06-27 06:30:00,2570.012,2588.498,Centre-North
2026-06-27 06:30:00,5027.723,5063.887,Centre-South
2026-06-27 06:30:00,19693.618,19835.273,North
2026-06-27 06:30:00,979.455,986.5,Sardinia
2026-06-27 06:30:00,2257.799,2274.039,South
2026-06-27 06:30:00,2058.312,2073.118,Sicily
2026-06-27 06:15:00,2213.313,2245.628,South
2026-06-27 06:15:00,2003.871,2033.128,Sicily
2026-06-27 06:15:00,960.371,974.393,Sardinia
2026-06-27 06:15:00,19430.717,19714.403,North
2026-06-27 06:15:00,4880.19,4951.44,Centre-South
2026-06-27 06:15:00,2494.928,2531.353,Centre-North
2026-06-27 06:15:00,619.61,628.656,Calabria
2026-06-27 06:15:00,32603.0,33079.001,Italy
2026-06-27 06:00:00,2131.809,2161.823,South
2026-06-27 06:00:00,2012.523,2040.858,Sicily
2026-06-27 06:00:00,963.609,977.176,Sardinia
2026-06-27 06:00:00,19123.437,19392.68,North
2026-06-27 06:00:00,4874.716,4943.349,Centre-South
2026-06-27 06:00:00,2462.05,2496.714,Centre-North
2026-06-27 06:00:00,606.856,615.4,Calabria
2026-06-27 06:00:00,32175.0,32628.0,Italy
2026-06-27 05:45:00,584.671,602.677,Calabria
2026-06-27 05:45:00,2403.483,2477.503,Centre-North
2026-06-27 05:45:00,4728.93,4874.568,Centre-South
2026-06-27 05:45:00,18655.282,19229.813,North
2026-06-27 05:45:00,938.532,967.436,Sardinia
2026-06-27 05:45:00,1967.294,2027.881,Sicily
2026-06-27 05:45:00,2055.808,2119.122,South
2026-06-27 05:45:00,31334.0,32299.0,Italy
2026-06-27 05:30:00,31522.999,32652.0,Italy
2026-06-27 05:30:00,633.082,655.756,Calabria
2026-06-27 05:30:00,2411.501,2497.87,Centre-North
2026-06-27 05:30:00,4747.575,4917.61,Centre-South
2026-06-27 05:30:00,18817.17,19491.109,North
2026-06-27 05:30:00,928.901,962.17,Sardinia
2026-06-27 05:30:00,2027.131,2099.733,South
2026-06-27 05:30:00,1957.639,2027.752,Sicily
2026-06-27 05:15:00,2024.183,2080.304,South
2026-06-27 05:15:00,1947.106,2001.089,Sicily
2026-06-27 05:15:00,929.702,955.478,Sardinia
2026-06-27 05:15:00,19066.698,19595.32,North
2026-06-27 05:15:00,4817.31,4950.869,Centre-South
2026-06-27 05:15:00,2467.099,2535.499,Centre-North
2026-06-27 05:15:00,776.902,798.441,Calabria
2026-06-27 05:15:00,32029.0,32917.0,Italy
2026-06-27 05:00:00,2036.419,2085.121,South
2026-06-27 05:00:00,1987.256,2034.783,Sicily
2026-06-27 05:00:00,933.072,955.387,Sardinia
2026-06-27 05:00:00,19360.391,19823.41,North
2026-06-27 05:00:00,4785.32,4899.765,Centre-South
2026-06-27 05:00:00,2486.708,2546.18,Centre-North
2026-06-27 05:00:00,899.833,921.354,Calabria
2026-06-27 05:00:00,32488.999,33266.0,Italy
2026-06-27 04:45:00,899.475,914.17,Calabria
2026-06-27 04:45:00,2466.731,2507.03,Centre-North
2026-06-27 04:45:00,4836.179,4915.188,Centre-South
2026-06-27 04:45:00,19382.825,19699.485,North
2026-06-27 04:45:00,929.4,944.584,Sardinia
2026-06-27 04:45:00,1947.587,1979.405,Sicily
2026-06-27 04:45:00,2162.803,2198.137,South
2026-06-27 04:45:00,32625.0,33157.999,Italy
2026-06-27 04:30:00,32922.0,33227.001,Italy
2026-06-27 04:30:00,907.124,915.527,Calabria
2026-06-27 04:30:00,2511.512,2534.78,Centre-North
2026-06-27 04:30:00,4969.175,5015.211,Centre-South
2026-06-27 04:30:00,19392.777,19572.438,North
2026-06-27 04:30:00,941.928,950.655,Sardinia
2026-06-27 04:30:00,2208.928,2229.393,South
2026-06-27 04:30:00,1990.556,2008.997,Sicily
2026-06-27 04:15:00,2142.8,2181.292,South
2026-06-27 04:15:00,1990.307,2026.061,Sicily
2026-06-27 04:15:00,938.111,954.963,Sardinia
2026-06-27 04:15:00,19349.328,19696.914,North
2026-06-27 04:15:00,4875.458,4963.039,Centre-South
2026-06-27 04:15:00,2522.545,2567.859,Centre-North
2026-06-27 04:15:00,858.451,873.872,Calabria
2026-06-27 04:15:00,32677.0,33264.0,Italy
2026-06-27 04:00:00,2099.194,2152.809,South
2026-06-27 04:00:00,1973.91,2024.325,Sicily
2026-06-27 04:00:00,928.016,951.718,Sardinia
2026-06-27 04:00:00,19471.061,19968.365,North
2026-06-27 04:00:00,4842.915,4966.606,Centre-South
2026-06-27 04:00:00,2524.636,2589.117,Centre-North
2026-06-27 04:00:00,853.267,875.06,Calabria
2026-06-27 04:00:00,32692.999,33528.0,Italy
2026-06-27 03:45:00,851.879,865.73,Calabria
2026-06-27 03:45:00,2552.391,2593.892,Centre-North
2026-06-27 03:45:00,4910.322,4990.163,Centre-South
2026-06-27 03:45:00,19662.869,19982.581,North
2026-06-27 03:45:00,937.456,952.699,Sardinia
2026-06-27 03:45:00,1986.835,2019.14,Sicily
2026-06-27 03:45:00,2186.248,2221.795,South
2026-06-27 03:45:00,33088.0,33626.0,Italy
2026-06-27 03:30:00,33353.001,33949.999,Italy
2026-06-27 03:30:00,866.715,882.228,Calabria
2026-06-27 03:30:00,2607.385,2654.056,Centre-North
2026-06-27 03:30:00,4996.91,5086.352,Centre-South
2026-06-27 03:30:00,19703.138,20055.813,North
2026-06-27 03:30:00,950.519,967.532,Sardinia
2026-06-27 03:30:00,2235.367,2275.378,South
2026-06-27 03:30:00,1992.967,2028.64,Sicily
2026-06-27 03:15:00,2207.085,2263.704,South
2026-06-27 03:15:00,2004.465,2055.886,Sicily
2026-06-27 03:15:00,942.578,966.758,Sardinia
2026-06-27 03:15:00,19820.73,20329.197,North
2026-06-27 03:15:00,4962.932,5090.248,Centre-South
2026-06-27 03:15:00,2594.216,2660.766,Centre-North
2026-06-27 03:15:00,835.995,857.441,Calabria
2026-06-27 03:15:00,33368.001,34224.0,Italy
2026-06-27 03:00:00,2204.609,2240.514,South
2026-06-27 03:00:00,2032.642,2065.746,Sicily
2026-06-27 03:00:00,958.439,974.048,Sardinia
2026-06-27 03:00:00,20160.03,20488.358,North
2026-06-27 03:00:00,5061.358,5143.788,Centre-South
2026-06-27 03:00:00,2636.724,2679.666,Centre-North
2026-06-27 03:00:00,840.198,853.881,Calabria
2026-06-27 03:00:00,33894.0,34446.001,Italy
2026-06-27 02:45:00,846.194,865.928,Calabria
2026-06-27 02:45:00,2687.729,2750.407,Centre-North
2026-06-27 02:45:00,5043.357,5160.969,Centre-South
2026-06-27 02:45:00,20110.907,20579.895,North
2026-06-27 02:45:00,968.932,991.528,Sardinia
2026-06-27 02:45:00,2052.266,2100.125,Sicily
2026-06-27 02:45:00,2295.615,2349.149,South
2026-06-27 02:45:00,34005.0,34798.001,Italy
2026-06-27 02:30:00,34101.0,35108.001,Italy
2026-06-27 02:30:00,828.413,852.876,Calabria
2026-06-27 02:30:00,2700.337,2780.078,Centre-North
2026-06-27 02:30:00,5188.962,5342.192,Centre-South
2026-06-27 02:30:00,20108.105,20701.896,North
2026-06-27 02:30:00,960.74,989.111,Sardinia
2026-06-27 02:30:00,2287.338,2354.883,South
2026-06-27 02:30:00,2027.105,2086.965,Sicily
2026-06-27 02:15:00,2255.598,2320.285,South
2026-06-27 02:15:00,2073.641,2133.109,Sicily
2026-06-27 02:15:00,964.679,992.344,Sardinia
2026-06-27 02:15:00,20381.81,20966.324,North
2026-06-27 02:15:00,5297.594,5449.52,Centre-South
2026-06-27 02:15:00,2699.54,2776.958,Centre-North
2026-06-27 02:15:00,848.138,872.461,Calabria
2026-06-27 02:15:00,34521.0,35511.001,Italy
2026-06-27 02:00:00,2252.956,2288.905,South
2026-06-27 02:00:00,2127.027,2160.966,Sicily
2026-06-27 02:00:00,977.083,992.673,Sardinia
2026-06-27 02:00:00,20722.605,21053.259,North
2026-06-27 02:00:00,5401.508,5487.696,Centre-South
2026-06-27 02:00:00,2751.562,2795.466,Centre-North
2026-06-27 02:00:00,863.26,877.034,Calabria
2026-06-27 02:00:00,35096.001,35655.999,Italy
2026-06-27 01:45:00,884.155,904.71,Calabria
2026-06-27 01:45:00,2805.574,2870.8,Centre-North
2026-06-27 01:45:00,5589.405,5719.351,Centre-South
2026-06-27 01:45:00,20858.147,21343.07,North
2026-06-27 01:45:00,990.976,1014.015,Sardinia
2026-06-27 01:45:00,2178.324,2228.967,Sicily
2026-06-27 01:45:00,2222.418,2274.087,South
2026-06-27 01:45:00,35528.999,36355.0,Italy
2026-06-27 01:30:00,35773.999,36961.0,Italy
2026-06-27 01:30:00,852.324,880.605,Calabria
2026-06-27 01:30:00,2815.016,2908.42,Centre-North
2026-06-27 01:30:00,5641.635,5828.828,Centre-South
2026-06-27 01:30:00,21015.991,21713.313,North
2026-06-27 01:30:00,995.81,1028.851,Sardinia
2026-06-27 01:30:00,2257.376,2332.277,South
2026-06-27 01:30:00,2195.847,2268.706,Sicily
2026-06-27 01:15:00,5678.393,5824.397,Centre-South
2026-06-27 01:15:00,2856.438,2929.883,Centre-North
2026-06-27 01:15:00,917.153,940.735,Calabria
2026-06-27 01:15:00,36402.999,37338.999,Italy
2026-06-27 01:15:00,2333.114,2393.103,South
2026-06-27 01:15:00,2199.687,2256.246,Sicily
2026-06-27 01:15:00,1009.477,1035.433,Sardinia
2026-06-27 01:15:00,21408.737,21959.202,North
2026-06-27 01:00:00,2418.244,2479.309,South
2026-06-27 01:00:00,2241.467,2298.068,Sicily
2026-06-27 01:00:00,1037.103,1063.292,Sardinia
2026-06-27 01:00:00,21735.958,22284.825,North
2026-06-27 01:00:00,5790.999,5937.231,Centre-South
2026-06-27 01:00:00,2899.994,2973.223,Centre-North
2026-06-27 01:00:00,943.234,967.052,Calabria
2026-06-27 01:00:00,37066.999,38003.0,Italy
2026-06-27 00:45:00,949.638,988.178,Calabria
2026-06-27 00:45:00,2933.738,3052.801,Centre-North
2026-06-27 00:45:00,5868.195,6106.351,Centre-South
2026-06-27 00:45:00,21946.163,22836.83,North
2026-06-27 00:45:00,1042.171,1084.467,Sardinia
2026-06-27 00:45:00,2245.919,2337.067,Sicily
2026-06-27 00:45:00,2467.178,2567.306,South
2026-06-27 00:45:00,37453.002,38973.0,Italy
2026-06-27 00:30:00,38070.0,39621.001,Italy
2026-06-27 00:30:00,955.199,994.114,Calabria
2026-06-27 00:30:00,2963.02,3083.736,Centre-North
2026-06-27 00:30:00,6046.351,6292.684,Centre-South
2026-06-27 00:30:00,22223.182,23128.571,North
2026-06-27 00:30:00,1066.878,1110.344,Sardinia
2026-06-27 00:30:00,2516.07,2618.577,South
2026-06-27 00:30:00,2299.3,2392.975,Sicily
2026-06-27 00:15:00,2592.691,2677.024,South
2026-06-27 00:15:00,2333.205,2409.098,Sicily
2026-06-27 00:15:00,1081.371,1116.545,Sardinia
2026-06-27 00:15:00,22653.215,23390.057,North
2026-06-27 00:15:00,6199.549,6401.202,Centre-South
2026-06-27 00:15:00,3012.773,3110.769,Centre-North
2026-06-27 00:15:00,987.195,1019.306,Calabria
2026-06-27 00:15:00,38859.999,40124.001,Italy
2026-06-27 00:00:00,2620.979,2688.759,South
2026-06-27 00:00:00,2397.533,2459.535,Sicily
2026-06-27 00:00:00,1105.66,1134.253,Sardinia
2026-06-27 00:00:00,23026.162,23621.631,North
2026-06-27 00:00:00,6324.556,6488.113,Centre-South
2026-06-27 00:00:00,3127.691,3208.575,Centre-North
2026-06-27 00:00:00,1110.418,1139.134,Calabria
2026-06-27 00:00:00,39712.999,40740.0,Italy
2026-06-26 23:45:00,1294.236,1330.785,Calabria
2026-06-26 23:45:00,3196.203,3286.462,Centre-North
2026-06-26 23:45:00,6405.328,6586.212,Centre-South
2026-06-26 23:45:00,23292.057,23949.816,North
2026-06-26 23:45:00,1123.75,1155.484,Sardinia
2026-06-26 23:45:00,2414.933,2483.13,Sicily
2026-06-26 23:45:00,2571.493,2644.111,South
2026-06-26 23:45:00,40298.0,41436.0,Italy
2026-06-26 23:30:00,41204.999,42498.999,Italy
2026-06-26 23:30:00,1214.868,1253.019,Calabria
2026-06-26 23:30:00,3215.069,3316.035,Centre-North
2026-06-26 23:30:00,6545.417,6750.969,Centre-South
2026-06-26 23:30:00,23891.979,24642.282,North
2026-06-26 23:30:00,1139.918,1175.716,Sardinia
2026-06-26 23:30:00,2716.946,2802.269,South
2026-06-26 23:30:00,2480.802,2558.709,Sicily
2026-06-26 23:15:00,2849.931,2898.717,South
2026-06-26 23:15:00,2539.299,2582.768,Sicily
2026-06-26 23:15:00,1169.454,1189.473,Sardinia
2026-06-26 23:15:00,24654.998,25077.047,North
2026-06-26 23:15:00,6696.776,6811.413,Centre-South
2026-06-26 23:15:00,3298.845,3355.315,Centre-North
2026-06-26 23:15:00,1201.696,1222.267,Calabria
2026-06-26 23:15:00,42410.999,43137.0,Italy
2026-06-26 23:00:00,2909.664,2954.228,South
2026-06-26 23:00:00,2614.941,2654.991,Sicily
2026-06-26 23:00:00,1207.114,1225.602,Sardinia
2026-06-26 23:00:00,25288.191,25675.507,North
2026-06-26 23:00:00,6863.256,6968.374,Centre-South
2026-06-26 23:00:00,3432.52,3485.093,Centre-North
2026-06-26 23:00:00,1233.314,1252.203,Calabria
2026-06-26 23:00:00,43549.0,44215.998,Italy
2026-06-26 22:45:00,1248.972,1269.639,Calabria
2026-06-26 22:45:00,3474.4,3531.893,Centre-North
2026-06-26 22:45:00,7018.729,7134.872,Centre-South
2026-06-26 22:45:00,25810.417,26237.517,North
2026-06-26 22:45:00,1217.344,1237.488,Sardinia
2026-06-26 22:45:00,2639.503,2683.181,Sicily
2026-06-26 22:45:00,2947.634,2996.41,South
2026-06-26 22:45:00,44356.999,45091.0,Italy
2026-06-26 22:30:00,45499.999,45966.999,Italy
2026-06-26 22:30:00,1249.377,1262.2,Calabria
2026-06-26 22:30:00,3588.623,3625.456,Centre-North
2026-06-26 22:30:00,7292.191,7367.036,Centre-South
2026-06-26 22:30:00,26401.083,26672.057,North
2026-06-26 22:30:00,1255.006,1267.887,Sardinia
2026-06-26 22:30:00,3005.746,3036.596,South
2026-06-26 22:30:00,2707.973,2735.767,Sicily
2026-06-26 22:15:00,3058.071,3091.791,South
2026-06-26 22:15:00,2764.884,2795.371,Sicily
2026-06-26 22:15:00,1279.803,1293.915,Sardinia
2026-06-26 22:15:00,26808.62,27104.226,North
2026-06-26 22:15:00,7447.932,7530.057,Centre-South
2026-06-26 22:15:00,3636.574,3676.673,Centre-North
2026-06-26 22:15:00,1256.116,1269.967,Calabria
2026-06-26 22:15:00,46252.0,46762.0,Italy
2026-06-26 22:00:00,3098.515,3141.321,South
2026-06-26 22:00:00,2765.679,2803.887,Sicily
2026-06-26 22:00:00,1288.87,1306.675,Sardinia
2026-06-26 22:00:00,27208.572,27584.454,North
2026-06-26 22:00:00,7441.619,7544.424,Centre-South
2026-06-26 22:00:00,3775.108,3827.261,Centre-North
2026-06-26 22:00:00,1327.637,1345.978,Calabria
2026-06-26 22:00:00,46906.0,47554.0,Italy
2026-06-26 21:45:00,1335.521,1350.685,Calabria
2026-06-26 21:45:00,3812.563,3855.853,Centre-North
2026-06-26 21:45:00,7645.483,7732.294,Centre-South
2026-06-26 21:45:00,27659.057,27973.114,North
2026-06-26 21:45:00,1307.821,1322.671,Sardinia
2026-06-26 21:45:00,2795.938,2827.684,Sicily
2026-06-26 21:45:00,3089.617,3124.698,South
2026-06-26 21:45:00,47646.0,48186.999,Italy
2026-06-26 21:30:00,48511.0,48918.999,Italy
2026-06-26 21:30:00,1369.156,1380.671,Calabria
2026-06-26 21:30:00,3900.099,3932.9,Centre-North
2026-06-26 21:30:00,7845.936,7911.923,Centre-South
2026-06-26 21:30:00,28106.816,28343.208,North
2026-06-26 21:30:00,1329.623,1340.806,Sardinia
2026-06-26 21:30:00,3149.125,3175.611,South
2026-06-26 21:30:00,2810.245,2833.88,Sicily
2026-06-26 21:15:00,3252.4,3274.467,South
2026-06-26 21:15:00,2861.964,2881.382,Sicily
2026-06-26 21:15:00,1339.417,1348.505,Sardinia
2026-06-26 21:15:00,28365.793,28558.25,North
2026-06-26 21:15:00,7931.794,7985.609,Centre-South
2026-06-26 21:15:00,3953.365,3980.188,Centre-North
2026-06-26 21:15:00,1375.267,1384.598,Calabria
2026-06-26 21:15:00,49080.0,49412.999,Italy
2026-06-26 21:00:00,3259.892,3271.955,South
2026-06-26 21:00:00,2908.616,2919.379,Sicily
2026-06-26 21:00:00,1349.781,1354.775,Sardinia
2026-06-26 21:00:00,28551.571,28657.228,North
2026-06-26 21:00:00,7964.892,7994.367,Centre-South
2026-06-26 21:00:00,4008.502,4023.336,Centre-North
2026-06-26 21:00:00,1408.746,1413.96,Calabria
2026-06-26 21:00:00,49452.0,49635.0,Italy
2026-06-26 20:45:00,1391.15,1407.223,Calabria
2026-06-26 20:45:00,4022.205,4068.677,Centre-North
2026-06-26 20:45:00,7915.222,8006.673,Centre-South
2026-06-26 20:45:00,28499.894,28829.176,North
2026-06-26 20:45:00,1344.744,1360.281,Sardinia
2026-06-26 20:45:00,2893.004,2926.429,Sicily
2026-06-26 20:45:00,3181.781,3218.542,South
2026-06-26 20:45:00,49248.0,49817.001,Italy
2026-06-26 20:30:00,49167.001,49989.001,Italy
2026-06-26 20:30:00,1363.401,1386.195,Calabria
2026-06-26 20:30:00,4024.69,4091.977,Centre-North
2026-06-26 20:30:00,7819.384,7950.113,Centre-South
2026-06-26 20:30:00,28647.878,29126.828,North
2026-06-26 20:30:00,1342.94,1365.392,Sardinia
2026-06-26 20:30:00,3156.959,3209.739,South
2026-06-26 20:30:00,2811.749,2858.757,Sicily
2026-06-26 20:15:00,3182.218,3217.882,South
2026-06-26 20:15:00,2829.619,2861.331,Sicily
2026-06-26 20:15:00,1360.34,1375.586,Sardinia
2026-06-26 20:15:00,28915.943,29240.011,North
2026-06-26 20:15:00,7967.524,8056.818,Centre-South
2026-06-26 20:15:00,4086.842,4132.644,Centre-North
2026-06-26 20:15:00,1357.514,1372.728,Calabria
2026-06-26 20:15:00,49700.0,50257.0,Italy
2026-06-26 20:00:00,3157.911,3212.332,South
2026-06-26 20:00:00,2792.464,2840.586,Sicily
2026-06-26 20:00:00,1342.496,1365.632,Sardinia
2026-06-26 20:00:00,29115.473,29617.222,North
2026-06-26 20:00:00,7986.732,8124.367,Centre-South
2026-06-26 20:00:00,4134.613,4205.865,Centre-North
2026-06-26 20:00:00,1316.312,1338.996,Calabria
2026-06-26 20:00:00,49846.001,50705.0,Italy
2026-06-26 19:45:00,1298.621,1319.024,Calabria
2026-06-26 19:45:00,4191.09,4256.937,Centre-North
2026-06-26 19:45:00,8131.043,8258.791,Centre-South
2026-06-26 19:45:00,29426.399,29888.719,North
2026-06-26 19:45:00,1348.945,1370.138,Sardinia
2026-06-26 19:45:00,2832.999,2877.509,Sicily
2026-06-26 19:45:00,3244.902,3295.883,South
2026-06-26 19:45:00,50473.999,51267.001,Italy
2026-06-26 19:30:00,50961.0,51388.0,Italy
2026-06-26 19:30:00,1300.699,1311.598,Calabria
2026-06-26 19:30:00,4264.811,4300.545,Centre-North
2026-06-26 19:30:00,8233.831,8302.822,Centre-South
2026-06-26 19:30:00,29700.077,29948.933,North
2026-06-26 19:30:00,1357.422,1368.795,Sardinia
2026-06-26 19:30:00,3265.756,3293.12,South
2026-06-26 19:30:00,2838.404,2862.187,Sicily
2026-06-26 19:15:00,3256.133,3278.887,South
2026-06-26 19:15:00,2836.019,2855.837,Sicily
2026-06-26 19:15:00,1349.158,1358.586,Sardinia
2026-06-26 19:15:00,29887.081,30095.935,North
2026-06-26 19:15:00,8256.209,8313.904,Centre-South
2026-06-26 19:15:00,4326.023,4356.253,Centre-North
2026-06-26 19:15:00,1319.377,1328.597,Calabria
2026-06-26 19:15:00,51230.0,51587.999,Italy
2026-06-26 19:00:00,3163.889,3188.335,South
2026-06-26 19:00:00,2799.653,2821.285,Sicily
2026-06-26 19:00:00,1343.692,1354.075,Sardinia
2026-06-26 19:00:00,30170.544,30403.659,North
2026-06-26 19:00:00,8289.801,8353.853,Centre-South
2026-06-26 19:00:00,4316.894,4350.249,Centre-North
2026-06-26 19:00:00,1296.526,1306.543,Calabria
2026-06-26 19:00:00,51380.999,51777.999,Italy
2026-06-26 18:45:00,1364.129,1367.971,Calabria
2026-06-26 18:45:00,4355.898,4368.167,Centre-North
2026-06-26 18:45:00,8328.456,8351.914,Centre-South
2026-06-26 18:45:00,30396.101,30481.714,North
2026-06-26 18:45:00,1342.852,1346.634,Sardinia
2026-06-26 18:45:00,2844.374,2852.385,Sicily
2026-06-26 18:45:00,3204.19,3213.215,South
2026-06-26 18:45:00,51836.0,51982.0,Italy
2026-06-26 18:30:00,52109.999,52107.001,Italy
2026-06-26 18:30:00,1533.592,1533.504,Calabria
2026-06-26 18:30:00,4439.354,4439.099,Centre-North
2026-06-26 18:30:00,8425.957,8425.472,Centre-South
2026-06-26 18:30:00,30266.145,30264.403,North
2026-06-26 18:30:00,1358.862,1358.784,Sardinia
2026-06-26 18:30:00,3236.496,3236.31,South
2026-06-26 18:30:00,2849.593,2849.429,Sicily
2026-06-26 18:15:00,1479.426,1489.95,Calabria
2026-06-26 18:15:00,51872.0,52241.0,Italy
2026-06-26 18:15:00,3248.972,3272.084,South
2026-06-26 18:15:00,2814.072,2834.09,Sicily
2026-06-26 18:15:00,1356.422,1366.072,Sardinia
2026-06-26 18:15:00,30255.367,30470.593,North
2026-06-26 18:15:00,8336.209,8395.51,Centre-South
2026-06-26 18:15:00,4381.532,4412.701,Centre-North
2026-06-26 18:00:00,3343.117,3364.973,South
2026-06-26 18:00:00,2849.3,2867.927,Sicily
2026-06-26 18:00:00,1365.364,1374.29,Sardinia
2026-06-26 18:00:00,30295.968,30494.026,North
2026-06-26 18:00:00,8484.464,8539.931,Centre-South
2026-06-26 18:00:00,4424.575,4453.501,Centre-North
2026-06-26 18:00:00,1398.212,1407.353,Calabria
2026-06-26 18:00:00,52161.0,52502.001,Italy
2026-06-26 17:45:00,1375.095,1389.435,Calabria
2026-06-26 17:45:00,4437.414,4483.692,Centre-North
2026-06-26 17:45:00,8525.297,8614.208,Centre-South
2026-06-26 17:45:00,30302.912,30618.942,North
2026-06-26 17:45:00,1378.892,1393.272,Sardinia
2026-06-26 17:45:00,2886.806,2916.913,Sicily
2026-06-26 17:45:00,3351.584,3386.538,South
2026-06-26 17:45:00,52258.0,52803.0,Italy
2026-06-26 17:30:00,52294.001,53064.0,Italy
